IID,GID,rfunc,rparams,rseed,pathfunc,pparams,rfrac,rsize,numpaths,nodesinrunion,nodeavgfreqinrunion,transitinrunion,transitavgfreqinrunion,edgesinrunion,edgeavgfreqinrunion,edgemedfreqinrunion
I_2013-10-08_583,G_2013-10-08_28,rpermute,{'rfrac': 0.45},-4754187120674612680,shortestpaths,{},0.444444444444,20,227,43,33.2093023256,41,16.2926829268,86,12.1860465116,11.0
I_2013-10-08_584,G_2013-10-08_28,rpermute,{'rfrac': 0.45},-3835704027799753930,shortestpaths,{},0.444444444444,20,236,45,32.5777777778,42,16.8095238095,89,12.202247191,11
I_2013-10-08_585,G_2013-10-08_28,rpermute,{'rfrac': 0.45},-2260909892653836170,shortestpaths,{},0.444444444444,20,245,42,32.9047619048,38,16.3684210526,86,11.6511627907,10.0
I_2013-10-08_586,G_2013-10-08_28,rpermute,{'rfrac': 0.5},-5997534755046635935,shortestpaths,{},0.511111111111,23,312,43,41.9069767442,41,19.2682926829,91,14.2417582418,12
I_2013-10-08_587,G_2013-10-08_28,rpermute,{'rfrac': 0.5},-4935567159951976877,shortestpaths,{},0.511111111111,23,305,42,43.7142857143,39,21.1282051282,87,15.2873563218,12
I_2013-10-08_588,G_2013-10-08_28,rpermute,{'rfrac': 0.5},-690426438523917520,shortestpaths,{},0.511111111111,23,306,44,42.3181818182,41,20.7317073171,94,14.4255319149,11.0
I_2013-10-08_589,G_2013-10-08_29,rpermute,{'rfrac': 0.2},6849673191233524845,shortestpaths,{},0.2,9,45,28,10.8571428571,22,7.27272727273,40,5.8,5.0
I_2013-10-08_590,G_2013-10-08_29,rpermute,{'rfrac': 0.2},4638784124416646692,shortestpaths,{},0.2,9,42,26,11.3846153846,19,8.0,39,5.74358974359,6
I_2013-10-08_591,G_2013-10-08_29,rpermute,{'rfrac': 0.2},6587512758304189878,shortestpaths,{},0.2,9,38,25,11.2,19,7.15789473684,33,6.30303030303,4
I_2013-10-08_592,G_2013-10-08_29,rpermute,{'rfrac': 0.25},5457521852023073846,shortestpaths,{},0.244444444444,11,60,26,17.0,19,11.6842105263,39,8.51282051282,6
I_2013-10-08_593,G_2013-10-08_29,rpermute,{'rfrac': 0.25},665891092966880241,shortestpaths,{},0.244444444444,11,58,29,16.0,25,9.76,40,8.85,7.5
I_2013-10-08_594,G_2013-10-08_29,rpermute,{'rfrac': 0.25},8071738771843250159,shortestpaths,{},0.244444444444,11,68,27,13.8518518519,21,7.33333333333,47,5.6170212766,4
I_2013-10-08_595,G_2013-10-08_29,rpermute,{'rfrac': 0.3},4062920596017318105,shortestpaths,{},0.311111111111,14,107,39,17.8974358974,35,9.54285714286,66,7.81818181818,5.0
I_2013-10-08_596,G_2013-10-08_29,rpermute,{'rfrac': 0.3},-9175372737530701474,shortestpaths,{},0.311111111111,14,118,38,19.7894736842,31,12.5161290323,64,8.90625,6.0
I_2013-10-08_597,G_2013-10-08_29,rpermute,{'rfrac': 0.3},7710909894005955731,shortestpaths,{},0.311111111111,14,107,40,18.35,36,10.2777777778,67,8.23880597015,7
I_2013-10-08_598,G_2013-10-08_29,rpermute,{'rfrac': 0.35},8720190704719640704,shortestpaths,{},0.355555555556,16,139,33,27.5757575758,30,14.3333333333,58,11.5517241379,8.0
I_2013-10-08_599,G_2013-10-08_29,rpermute,{'rfrac': 0.35},-4212230958042989566,shortestpaths,{},0.355555555556,16,132,40,24.45,36,13.8333333333,65,11.3538461538,8
I_2013-10-08_600,G_2013-10-08_29,rpermute,{'rfrac': 0.35},6515006005336037439,shortestpaths,{},0.355555555556,16,137,33,25.8181818182,29,12.8275862069,58,10.5517241379,8.5
I_2013-10-08_601,G_2013-10-08_29,rpermute,{'rfrac': 0.4},-1230548722878183821,shortestpaths,{},0.4,18,169,35,36.0,31,20.9032258065,59,16.1694915254,15
I_2013-10-08_602,G_2013-10-08_29,rpermute,{'rfrac': 0.4},-4304444338832086028,shortestpaths,{},0.4,18,180,40,32.1,34,19.7647058824,70,13.9714285714,11.5
I_2013-10-08_603,G_2013-10-08_29,rpermute,{'rfrac': 0.4},-5071566359701299547,shortestpaths,{},0.4,18,166,38,32.3157894737,32,19.25,64,14.40625,10.0
I_2013-10-08_604,G_2013-10-08_29,rpermute,{'rfrac': 0.45},8712228908210783862,shortestpaths,{},0.444444444444,20,217,36,36.8333333333,33,17.1515151515,62,15.2580645161,11.0
I_2013-10-08_605,G_2013-10-08_29,rpermute,{'rfrac': 0.45},479333355369014929,shortestpaths,{},0.444444444444,20,219,39,38.1538461538,36,20.2222222222,67,16.5373134328,14
I_2013-10-08_606,G_2013-10-08_29,rpermute,{'rfrac': 0.45},2396416691415355493,shortestpaths,{},0.444444444444,20,222,40,37.45,36,20.5,71,15.7464788732,13
I_2013-10-08_607,G_2013-10-08_29,rpermute,{'rfrac': 0.5},6255919747426070577,shortestpaths,{},0.511111111111,23,292,41,48.0975609756,35,27.4285714286,72,20.3611111111,15.0
I_2013-10-08_608,G_2013-10-08_29,rpermute,{'rfrac': 0.5},-2645417865851943949,shortestpaths,{},0.511111111111,23,303,42,47.619047619,40,24.7,77,19.4025974026,18
I_2013-10-08_609,G_2013-10-08_29,rpermute,{'rfrac': 0.5},4330410042515742920,shortestpaths,{},0.511111111111,23,291,40,48.7,38,24.6315789474,75,19.2266666667,17
I_2013-10-08_610,G_2013-10-08_30,rpermute,{'rfrac': 0.2},3006999111738367763,shortestpaths,{},0.208333333333,10,59,31,10.5161290323,25,5.84,54,4.37037037037,4.0
I_2013-10-08_611,G_2013-10-08_30,rpermute,{'rfrac': 0.2},8250772758154149352,shortestpaths,{},0.208333333333,10,58,27,11.4814814815,21,6.19047619048,48,4.58333333333,4.0
I_2013-10-08_612,G_2013-10-08_30,rpermute,{'rfrac': 0.2},2122511692255030432,shortestpaths,{},0.208333333333,10,59,36,9.0,30,4.8,65,3.6,3
I_2013-10-08_613,G_2013-10-08_30,rpermute,{'rfrac': 0.25},-8132871436096526254,shortestpaths,{},0.25,12,80,28,15.9285714286,23,7.91304347826,51,6.1568627451,5
I_2013-10-08_614,G_2013-10-08_30,rpermute,{'rfrac': 0.25},3424152936658313355,shortestpaths,{},0.25,12,84,31,13.8709677419,29,5.72413793103,58,5.13793103448,4.0
I_2013-10-08_615,G_2013-10-08_30,rpermute,{'rfrac': 0.25},5078572332806605184,shortestpaths,{},0.25,12,80,34,14.2352941176,29,7.58620689655,68,5.17647058824,5.0
I_2013-10-08_616,G_2013-10-08_30,rpermute,{'rfrac': 0.3},-2662577372901244604,shortestpaths,{},0.291666666667,14,112,39,17.3333333333,32,9.75,79,6.25316455696,4
I_2013-10-08_617,G_2013-10-08_30,rpermute,{'rfrac': 0.3},-8568353219553073528,shortestpaths,{},0.291666666667,14,110,38,16.7368421053,34,8.0,73,6.21917808219,6
I_2013-10-08_618,G_2013-10-08_30,rpermute,{'rfrac': 0.3},-4919253301679341579,shortestpaths,{},0.291666666667,14,114,35,17.3142857143,32,7.5625,72,5.88888888889,5.0
I_2013-10-08_619,G_2013-10-08_30,rpermute,{'rfrac': 0.35},-8390372942834297805,shortestpaths,{},0.354166666667,17,168,40,26.0,34,14.5882352941,77,9.97402597403,7
I_2013-10-08_620,G_2013-10-08_30,rpermute,{'rfrac': 0.35},-1460127302922825378,shortestpaths,{},0.354166666667,17,170,42,23.3333333333,36,12.1111111111,86,8.23255813953,8.0
I_2013-10-08_621,G_2013-10-08_30,rpermute,{'rfrac': 0.35},-1381562486749699796,shortestpaths,{},0.354166666667,17,165,41,23.6097560976,36,11.7777777778,87,8.0,6
I_2013-10-08_622,G_2013-10-08_30,rpermute,{'rfrac': 0.4},4853465040417255805,shortestpaths,{},0.395833333333,19,209,40,30.2,38,13.7894736842,85,10.1882352941,9
I_2013-10-08_623,G_2013-10-08_30,rpermute,{'rfrac': 0.4},-6255867524808478617,shortestpaths,{},0.395833333333,19,204,45,26.9777777778,41,12.9268292683,101,8.63366336634,8
I_2013-10-08_624,G_2013-10-08_30,rpermute,{'rfrac': 0.4},-276465627719128396,shortestpaths,{},0.395833333333,19,207,47,26.6382978723,41,13.8536585366,96,9.47916666667,7.0
I_2013-10-08_625,G_2013-10-08_30,rpermute,{'rfrac': 0.45},1246968505349808514,shortestpaths,{},0.458333333333,22,284,42,38.9523809524,37,19.2432432432,88,13.3409090909,11.0
I_2013-10-08_626,G_2013-10-08_30,rpermute,{'rfrac': 0.45},8883210365105585115,shortestpaths,{},0.458333333333,22,289,43,37.6744186047,40,17.4,100,11.58,10.5
I_2013-10-08_627,G_2013-10-08_30,rpermute,{'rfrac': 0.45},-4697780878774510483,shortestpaths,{},0.458333333333,22,288,43,38.2790697674,38,19.0,96,12.3333333333,11.0
I_2013-10-08_628,G_2013-10-08_30,rpermute,{'rfrac': 0.5},8816242306373431964,shortestpaths,{},0.5,24,338,47,43.4468085106,44,21.3181818182,105,14.1904761905,13
I_2013-10-08_629,G_2013-10-08_30,rpermute,{'rfrac': 0.5},6717180731760740186,shortestpaths,{},0.5,24,338,45,44.0444444444,42,20.9047619048,103,13.8834951456,14
I_2013-10-08_630,G_2013-10-08_30,rpermute,{'rfrac': 0.5},-8019634720080746686,shortestpaths,{},0.5,24,343,45,42.6222222222,43,18.9302325581,100,13.66,12.5
I_2013-10-08_631,G_2013-10-08_31,rpermute,{'rfrac': 0.2},3553709367894174700,shortestpaths,{},0.204081632653,10,51,26,11.7692307692,20,6.3,46,4.69565217391,4.0
I_2013-10-08_632,G_2013-10-08_31,rpermute,{'rfrac': 0.2},4941905258866739041,shortestpaths,{},0.204081632653,10,55,29,10.6206896552,25,5.12,51,4.27450980392,3
I_2013-10-08_633,G_2013-10-08_31,rpermute,{'rfrac': 0.2},-2454323373595859204,shortestpaths,{},0.204081632653,10,52,29,11.724137931,22,7.27272727273,51,4.90196078431,4
I_2013-10-08_634,G_2013-10-08_31,rpermute,{'rfrac': 0.25},1171421372520584603,shortestpaths,{},0.244897959184,12,78,34,15.1764705882,27,9.33333333333,59,6.50847457627,6
I_2013-10-08_635,G_2013-10-08_31,rpermute,{'rfrac': 0.25},-5313372574032324249,shortestpaths,{},0.244897959184,12,80,32,15.875,27,9.03703703704,56,6.71428571429,6.0
I_2013-10-08_636,G_2013-10-08_31,rpermute,{'rfrac': 0.25},3189619585920836631,shortestpaths,{},0.244897959184,12,79,32,15.3125,28,8.07142857143,50,7.16,4.5
I_2013-10-08_637,G_2013-10-08_31,rpermute,{'rfrac': 0.3},-1183676377075075018,shortestpaths,{},0.30612244898,15,119,39,21.5384615385,32,13.125,67,9.40298507463,7
I_2013-10-08_638,G_2013-10-08_31,rpermute,{'rfrac': 0.3},-5229384487325931856,shortestpaths,{},0.30612244898,15,123,40,19.1,32,10.75,74,7.48648648649,4.0
I_2013-10-08_639,G_2013-10-08_31,rpermute,{'rfrac': 0.3},8758527561201899843,shortestpaths,{},0.30612244898,15,122,38,21.8421052632,33,12.4242424242,66,9.39393939394,7.0
I_2013-10-08_640,G_2013-10-08_31,rpermute,{'rfrac': 0.35},-1163235661784912741,shortestpaths,{},0.34693877551,17,169,32,29.8125,28,14.6428571429,66,10.3333333333,9.5
I_2013-10-08_641,G_2013-10-08_31,rpermute,{'rfrac': 0.35},-2512274366307461510,shortestpaths,{},0.34693877551,17,162,39,27.641025641,37,14.4324324324,75,10.7466666667,9
I_2013-10-08_642,G_2013-10-08_31,rpermute,{'rfrac': 0.35},-3026337133346062739,shortestpaths,{},0.34693877551,17,155,37,26.2702702703,34,12.5882352941,66,10.6060606061,7.5
I_2013-10-08_643,G_2013-10-08_31,rpermute,{'rfrac': 0.4},-8177026115436106385,shortestpaths,{},0.408163265306,20,224,43,34.1860465116,39,18.2051282051,87,12.5287356322,10
I_2013-10-08_644,G_2013-10-08_31,rpermute,{'rfrac': 0.4},-3514121088164293391,shortestpaths,{},0.408163265306,20,229,39,36.5128205128,38,17.4736842105,77,13.5584415584,9
I_2013-10-08_645,G_2013-10-08_31,rpermute,{'rfrac': 0.4},6293230505108437375,shortestpaths,{},0.408163265306,20,230,42,33.8095238095,35,18.8571428571,84,12.380952381,10.5
I_2013-10-08_646,G_2013-10-08_31,rpermute,{'rfrac': 0.45},-2902350195565099134,shortestpaths,{},0.448979591837,22,272,48,36.7916666667,42,20.0476190476,97,13.4432989691,10
I_2013-10-08_647,G_2013-10-08_31,rpermute,{'rfrac': 0.45},2594913849737226727,shortestpaths,{},0.448979591837,22,282,45,39.1111111111,41,20.3902439024,90,14.4222222222,11.5
I_2013-10-08_648,G_2013-10-08_31,rpermute,{'rfrac': 0.45},1612108510429320760,shortestpaths,{},0.448979591837,22,272,39,41.6923076923,35,20.0571428571,81,14.3703703704,11
I_2013-10-08_649,G_2013-10-08_31,rpermute,{'rfrac': 0.5},-6160495376658441122,shortestpaths,{},0.510204081633,25,351,44,51.3181818182,38,27.8421052632,88,18.8409090909,14.0
I_2013-10-08_650,G_2013-10-08_31,rpermute,{'rfrac': 0.5},-3132993423306602983,shortestpaths,{},0.510204081633,25,359,45,50.6666666667,40,27.0,95,17.6842105263,13
I_2013-10-08_651,G_2013-10-08_31,rpermute,{'rfrac': 0.5},-2810884604767169582,shortestpaths,{},0.510204081633,25,348,46,47.3913043478,38,25.7894736842,97,16.2886597938,14
I_2013-10-08_652,G_2013-10-08_32,rpermute,{'rfrac': 0.2},7762217524569528116,shortestpaths,{},0.207547169811,11,73,37,14.1081081081,34,8.88235294118,57,7.22807017544,5
I_2013-10-08_653,G_2013-10-08_32,rpermute,{'rfrac': 0.2},522002969600414415,shortestpaths,{},0.207547169811,11,69,38,13.4210526316,30,9.66666666667,61,6.55737704918,5
I_2013-10-08_654,G_2013-10-08_32,rpermute,{'rfrac': 0.2},-6979635666427254889,shortestpaths,{},0.207547169811,11,68,32,13.5,27,7.85185185185,49,6.57142857143,6
I_2013-10-08_655,G_2013-10-08_32,rpermute,{'rfrac': 0.25},-2490003187361670014,shortestpaths,{},0.245283018868,13,91,41,16.1951219512,35,10.0571428571,69,7.36231884058,7
I_2013-10-08_656,G_2013-10-08_32,rpermute,{'rfrac': 0.25},6245951774038493712,shortestpaths,{},0.245283018868,13,97,39,17.641025641,33,11.3939393939,65,8.18461538462,7
I_2013-10-08_657,G_2013-10-08_32,rpermute,{'rfrac': 0.25},2959464116042602290,shortestpaths,{},0.245283018868,13,91,38,17.6315789474,34,10.5294117647,59,8.71186440678,7
I_2013-10-08_658,G_2013-10-08_32,rpermute,{'rfrac': 0.3},8150006400390827550,shortestpaths,{},0.301886792453,16,138,43,24.4186046512,36,15.8333333333,74,10.9459459459,8.5
I_2013-10-08_659,G_2013-10-08_32,rpermute,{'rfrac': 0.3},6057420739692833858,shortestpaths,{},0.301886792453,16,154,44,25.8636363636,37,17.7837837838,71,12.6478873239,10
I_2013-10-08_660,G_2013-10-08_32,rpermute,{'rfrac': 0.3},4200826458488961180,shortestpaths,{},0.301886792453,16,148,42,23.0952380952,39,12.5641025641,75,9.73333333333,8
I_2013-10-08_661,G_2013-10-08_32,rpermute,{'rfrac': 0.35},7459030480993018224,shortestpaths,{},0.358490566038,19,214,42,33.380952381,34,21.1176470588,69,15.3623188406,12
I_2013-10-08_662,G_2013-10-08_32,rpermute,{'rfrac': 0.35},3193846248114990309,shortestpaths,{},0.358490566038,19,209,43,32.2325581395,36,19.5,69,15.1304347826,12
I_2013-10-08_663,G_2013-10-08_32,rpermute,{'rfrac': 0.35},-1653049981770690383,shortestpaths,{},0.358490566038,19,207,47,32.9787234043,38,22.7894736842,80,15.1,14.0
I_2013-10-08_664,G_2013-10-08_32,rpermute,{'rfrac': 0.4},-6493749810919384456,shortestpaths,{},0.396226415094,21,254,45,37.2444444444,41,20.3902439024,81,15.5061728395,14
I_2013-10-08_665,G_2013-10-08_32,rpermute,{'rfrac': 0.4},-5883953773693404819,shortestpaths,{},0.396226415094,21,251,42,40.4285714286,39,22.0,76,16.8157894737,13.5
I_2013-10-08_666,G_2013-10-08_32,rpermute,{'rfrac': 0.4},1751324467249217003,shortestpaths,{},0.396226415094,21,245,43,40.976744186,35,26.3428571429,71,18.9014084507,18
I_2013-10-08_667,G_2013-10-08_32,rpermute,{'rfrac': 0.45},-4629874230551164214,shortestpaths,{},0.452830188679,24,339,45,50.3555555556,41,28.3414634146,79,21.6962025316,17
I_2013-10-08_668,G_2013-10-08_32,rpermute,{'rfrac': 0.45},-7275044920349051400,shortestpaths,{},0.452830188679,24,330,48,48.7083333333,42,29.380952381,85,21.0117647059,18
I_2013-10-08_669,G_2013-10-08_32,rpermute,{'rfrac': 0.45},4541479445564217856,shortestpaths,{},0.452830188679,24,332,47,49.9574468085,41,30.3414634146,82,21.9024390244,21.0
I_2013-10-08_670,G_2013-10-08_32,rpermute,{'rfrac': 0.5},-2868394337346531150,shortestpaths,{},0.509433962264,27,423,45,64.8,39,38.7692307692,78,28.3846153846,26.5
I_2013-10-08_671,G_2013-10-08_32,rpermute,{'rfrac': 0.5},-7449524656235565486,shortestpaths,{},0.509433962264,27,425,50,62.2,41,41.6097560976,86,28.0,26.0
I_2013-10-08_672,G_2013-10-08_32,rpermute,{'rfrac': 0.5},-3392603668312023903,shortestpaths,{},0.509433962264,27,420,45,66.1333333333,40,39.3,76,29.9210526316,29.0
I_2013-10-08_673,G_2013-10-08_33,rpermute,{'rfrac': 0.2},-3261021821377076460,shortestpaths,{},0.203703703704,11,67,32,13.0,27,7.25925925926,56,5.46428571429,4.5
I_2013-10-08_674,G_2013-10-08_33,rpermute,{'rfrac': 0.2},-6241510167567809269,shortestpaths,{},0.203703703704,11,69,35,11.0857142857,30,5.6,61,4.55737704918,3
I_2013-10-08_675,G_2013-10-08_33,rpermute,{'rfrac': 0.2},8012148289752064794,shortestpaths,{},0.203703703704,11,67,30,13.5333333333,27,6.88888888889,53,5.58490566038,5
I_2013-10-08_676,G_2013-10-08_33,rpermute,{'rfrac': 0.25},6278923036054363096,shortestpaths,{},0.259259259259,14,115,41,16.8292682927,36,9.05555555556,78,6.51282051282,5.5
I_2013-10-08_677,G_2013-10-08_33,rpermute,{'rfrac': 0.25},5518456375155300478,shortestpaths,{},0.259259259259,14,109,36,18.7777777778,33,9.45454545455,67,7.37313432836,7
I_2013-10-08_678,G_2013-10-08_33,rpermute,{'rfrac': 0.25},-7694177647403712890,shortestpaths,{},0.259259259259,14,103,36,17.0555555556,33,7.57575757576,70,6.17142857143,5.5
I_2013-10-08_679,G_2013-10-08_33,rpermute,{'rfrac': 0.3},5373935611846304862,shortestpaths,{},0.296296296296,16,149,41,22.2926829268,38,11.4210526316,85,7.92941176471,6
I_2013-10-08_680,G_2013-10-08_33,rpermute,{'rfrac': 0.3},-8915697383483206819,shortestpaths,{},0.296296296296,16,151,40,21.15,35,10.4571428571,80,7.575,6.5
I_2013-10-08_681,G_2013-10-08_33,rpermute,{'rfrac': 0.3},-7845658768218161779,shortestpaths,{},0.296296296296,16,151,41,21.0731707317,36,10.6666666667,83,7.51807228916,7
I_2013-10-08_682,G_2013-10-08_33,rpermute,{'rfrac': 0.35},-6251730681319088246,shortestpaths,{},0.351851851852,19,208,43,28.6046511628,38,14.3684210526,93,9.54838709677,8
I_2013-10-08_683,G_2013-10-08_33,rpermute,{'rfrac': 0.35},8013023819646431860,shortestpaths,{},0.351851851852,19,208,45,29.2,38,16.5789473684,89,10.9213483146,9
I_2013-10-08_684,G_2013-10-08_33,rpermute,{'rfrac': 0.35},-8913285285956564196,shortestpaths,{},0.351851851852,19,207,49,25.9591836735,45,13.0666666667,105,8.85714285714,7
I_2013-10-08_685,G_2013-10-08_33,rpermute,{'rfrac': 0.4},-1345850621625031586,shortestpaths,{},0.407407407407,22,287,47,35.6170212766,42,17.8571428571,112,10.8214285714,9.0
I_2013-10-08_686,G_2013-10-08_33,rpermute,{'rfrac': 0.4},-9010816309151933832,shortestpaths,{},0.407407407407,22,268,48,35.875,41,19.4634146341,98,12.8571428571,9.0
I_2013-10-08_687,G_2013-10-08_33,rpermute,{'rfrac': 0.4},2880898951247516869,shortestpaths,{},0.407407407407,22,296,49,34.0,46,16.1304347826,106,11.358490566,10.0
I_2013-10-08_688,G_2013-10-08_33,rpermute,{'rfrac': 0.45},-2025399196366167794,shortestpaths,{},0.444444444444,24,343,51,41.5294117647,42,24.1428571429,114,13.7368421053,11.0
I_2013-10-08_689,G_2013-10-08_33,rpermute,{'rfrac': 0.45},-2314700646160968957,shortestpaths,{},0.444444444444,24,345,53,38.5283018868,50,18.76,119,12.5210084034,11
I_2013-10-08_690,G_2013-10-08_33,rpermute,{'rfrac': 0.45},-142956711855928936,shortestpaths,{},0.444444444444,24,347,53,39.9622641509,51,19.8823529412,117,13.3846153846,11
I_2013-10-08_691,G_2013-10-08_33,rpermute,{'rfrac': 0.5},-3445047376246139145,shortestpaths,{},0.5,27,440,53,50.4528301887,50,25.4,118,16.7118644068,16.0
I_2013-10-08_692,G_2013-10-08_33,rpermute,{'rfrac': 0.5},-3409098863707373732,shortestpaths,{},0.5,27,424,49,53.3469387755,48,25.2083333333,105,18.2095238095,16
I_2013-10-08_693,G_2013-10-08_33,rpermute,{'rfrac': 0.5},-8783633079895595478,shortestpaths,{},0.5,27,425,51,51.4509803922,49,24.8979591837,113,17.0088495575,15
I_2013-10-08_694,G_2013-10-08_34,rpermute,{'rfrac': 0.2},-6076454494134190258,shortestpaths,{},0.203389830508,12,82,40,11.95,32,6.6875,77,4.49350649351,4
I_2013-10-08_695,G_2013-10-08_34,rpermute,{'rfrac': 0.2},2796944402336724055,shortestpaths,{},0.203389830508,12,81,40,14.4,33,9.45454545455,67,6.62686567164,6
I_2013-10-08_696,G_2013-10-08_34,rpermute,{'rfrac': 0.2},8306830067696636638,shortestpaths,{},0.203389830508,12,87,40,12.25,34,6.64705882353,70,5.11428571429,3.5
I_2013-10-08_697,G_2013-10-08_34,rpermute,{'rfrac': 0.25},413362052204212228,shortestpaths,{},0.254237288136,15,128,35,22.8,31,12.1935483871,65,9.04615384615,6
I_2013-10-08_698,G_2013-10-08_34,rpermute,{'rfrac': 0.25},2479794701972959453,shortestpaths,{},0.254237288136,15,123,44,19.2727272727,37,11.5675675676,78,8.17948717949,7.0
I_2013-10-08_699,G_2013-10-08_34,rpermute,{'rfrac': 0.25},5761225830017410416,shortestpaths,{},0.254237288136,15,132,46,19.3913043478,40,11.8,89,7.66292134831,7
I_2013-10-08_700,G_2013-10-08_34,rpermute,{'rfrac': 0.3},6178899318345316932,shortestpaths,{},0.305084745763,18,188,41,27.8536585366,36,14.7222222222,83,10.0722891566,9
I_2013-10-08_701,G_2013-10-08_34,rpermute,{'rfrac': 0.3},7716808253471963498,shortestpaths,{},0.305084745763,18,180,43,26.7441860465,39,13.7948717949,83,10.1686746988,8
I_2013-10-08_702,G_2013-10-08_34,rpermute,{'rfrac': 0.3},6272316223514493356,shortestpaths,{},0.305084745763,18,184,47,26.0,41,14.8780487805,88,10.4090909091,8.5
I_2013-10-08_703,G_2013-10-08_34,rpermute,{'rfrac': 0.35},-5656891566605446828,shortestpaths,{},0.35593220339,21,252,46,37.0,40,21.55,92,13.9347826087,11.0
I_2013-10-08_704,G_2013-10-08_34,rpermute,{'rfrac': 0.35},5264988991105198699,shortestpaths,{},0.35593220339,21,263,50,32.08,44,17.3636363636,102,11.6078431373,10.0
I_2013-10-08_705,G_2013-10-08_34,rpermute,{'rfrac': 0.35},4538490362457518999,shortestpaths,{},0.35593220339,21,267,47,36.5957446809,44,20.0,95,13.6842105263,12
I_2013-10-08_706,G_2013-10-08_34,rpermute,{'rfrac': 0.4},-6309093914216496361,shortestpaths,{},0.406779661017,24,342,52,43.8076923077,46,25.5217391304,103,16.7572815534,13
I_2013-10-08_707,G_2013-10-08_34,rpermute,{'rfrac': 0.4},-5525108957340881624,shortestpaths,{},0.406779661017,24,337,51,43.0980392157,47,23.2765957447,103,15.9805825243,11
I_2013-10-08_708,G_2013-10-08_34,rpermute,{'rfrac': 0.4},1695693384760763444,shortestpaths,{},0.406779661017,24,332,49,43.5510204082,47,21.914893617,104,15.2115384615,13.0
I_2013-10-08_709,G_2013-10-08_34,rpermute,{'rfrac': 0.45},3495434376941929418,shortestpaths,{},0.457627118644,27,427,51,56.1176470588,44,33.1363636364,103,20.9708737864,15
I_2013-10-08_710,G_2013-10-08_34,rpermute,{'rfrac': 0.45},7815228489634150878,shortestpaths,{},0.457627118644,27,431,46,62.0434782609,44,32.9545454545,92,23.3913043478,17.0
I_2013-10-08_711,G_2013-10-08_34,rpermute,{'rfrac': 0.45},1021525948516072551,shortestpaths,{},0.457627118644,27,430,51,56.1568627451,44,33.1818181818,105,20.5904761905,17
I_2013-10-08_712,G_2013-10-08_34,rpermute,{'rfrac': 0.5},-2070324533219743670,shortestpaths,{},0.508474576271,30,534,55,68.7272727273,49,41.6326530612,107,27.1962616822,26
I_2013-10-08_713,G_2013-10-08_34,rpermute,{'rfrac': 0.5},5233516101375608918,shortestpaths,{},0.508474576271,30,537,55,65.2727272727,49,37.7551020408,111,24.5045045045,19
I_2013-10-08_714,G_2013-10-08_34,rpermute,{'rfrac': 0.5},8981349193268505444,shortestpaths,{},0.508474576271,30,530,55,63.1272727273,49,35.3469387755,113,23.0265486726,20
I_2013-10-08_715,G_2013-10-08_35,rpermute,{'rfrac': 0.2},5459935202418882437,shortestpaths,{},0.19298245614,11,68,46,10.8695652174,39,7.17948717949,76,5.13157894737,4.0
I_2013-10-08_716,G_2013-10-08_35,rpermute,{'rfrac': 0.2},8940436074257348385,shortestpaths,{},0.19298245614,11,66,41,11.2682926829,35,6.91428571429,66,5.33333333333,4.0
I_2013-10-08_717,G_2013-10-08_35,rpermute,{'rfrac': 0.2},666144363638876116,shortestpaths,{},0.19298245614,11,70,35,12.5714285714,32,6.875,56,5.89285714286,4.0
I_2013-10-08_718,G_2013-10-08_35,rpermute,{'rfrac': 0.25},-4611659316003626917,shortestpaths,{},0.245614035088,14,109,45,17.3777777778,40,10.45,76,7.89473684211,5.5
I_2013-10-08_719,G_2013-10-08_35,rpermute,{'rfrac': 0.25},7699833872876965326,shortestpaths,{},0.245614035088,14,116,39,20.6153846154,36,12.2222222222,63,9.87301587302,8
I_2013-10-08_720,G_2013-10-08_35,rpermute,{'rfrac': 0.25},-5620692452163855859,shortestpaths,{},0.245614035088,14,115,42,19.7142857143,36,12.8888888889,65,9.93846153846,7
I_2013-10-08_721,G_2013-10-08_35,rpermute,{'rfrac': 0.3},-6542850877706241931,shortestpaths,{},0.298245614035,17,163,38,28.7894736842,35,15.7142857143,64,12.84375,12.0
I_2013-10-08_722,G_2013-10-08_35,rpermute,{'rfrac': 0.3},-6754178194433109996,shortestpaths,{},0.298245614035,17,169,51,24.7843137255,43,16.7441860465,91,10.9010989011,9
I_2013-10-08_723,G_2013-10-08_35,rpermute,{'rfrac': 0.3},1217284417883242460,shortestpaths,{},0.298245614035,17,164,48,25.2916666667,43,15.5813953488,84,11.2142857143,8.0
I_2013-10-08_724,G_2013-10-08_35,rpermute,{'rfrac': 0.35},6327929779543447730,shortestpaths,{},0.350877192982,20,235,49,31.9183673469,44,18.2727272727,85,13.9294117647,11
I_2013-10-08_725,G_2013-10-08_35,rpermute,{'rfrac': 0.35},-94611493201263243,shortestpaths,{},0.350877192982,20,240,51,32.9411764706,47,19.5744680851,90,14.4444444444,9.5
I_2013-10-08_726,G_2013-10-08_35,rpermute,{'rfrac': 0.35},7176656679546863270,shortestpaths,{},0.350877192982,20,236,52,32.1153846154,45,20.2222222222,90,14.3333333333,11.0
I_2013-10-08_727,G_2013-10-08_35,rpermute,{'rfrac': 0.4},1507853805959496366,shortestpaths,{},0.40350877193,23,310,47,44.8085106383,46,23.7826086957,82,19.512195122,18.0
